index,price,type,size,municipality,district
6826,700,2,70.0,Bonfim,Porto
6827,650,2,105.0,Matosinhos,Porto
6829,700,1,35.0,Guimarães,Braga
6830,800,7,99.0,Almedina e São Bartolomeu),Coimbra
6831,485,1,45.0,Santo António dos Olivais,Coimbra
6832,700,0,45.0,Lumiar,Lisboa
6833,1000,1,60.0,Parque das Nações,Lisboa
6834,970,1,63.0,Parque das Nações,Lisboa
6835,1150,2,98.0,Loulé,Faro
6836,675,1,45.0,Loures,Lisboa
6837,870,3,85.0,Arroios,Lisboa
6838,2500,4,250.0,Foz do Douro e Nevogilde,Porto
6839,900,2,70.0,Albufeira,Faro
6840,800,1,54.0,Cascais,Lisboa
6841,800,1,65.0,Benfica,Lisboa
6843,850,3,95.0,Arroios,Lisboa
6845,1450,3,98.0,Estrela,Lisboa
6846,1000,1,60.0,São Domingos de Benfica,Lisboa
6851,2500,3,260.0,Sintra,Lisboa
6854,1800,4,154.0,Avenidas Novas,Lisboa
6855,750,1,62.0,Misericórdia,Lisboa
6856,1000,0,90.0,Paranhos,Porto
6857,600,1,60.0,Glória e Vera Cruz,Aveiro
6859,1500,3,150.0,Santo António dos Olivais,Coimbra
6860,1800,1,72.0,Cascais,Lisboa
6861,2000,1,55.0,Cascais,Lisboa
6862,1100,2,80.0,Avenidas Novas,Lisboa
6863,1100,1,38.0,Santa Maria Maior,Lisboa
6864,750,0,25.0,Santa Maria Maior,Lisboa
6869,2400,2,100.0,Belém,Lisboa
6870,820,1,82.0,Santa Maria Maior,Lisboa
6871,850,2,70.0,Penha de França,Lisboa
6873,550,2,115.0,Braga (São José de São Lázaro e São João do Souto),Braga
6874,490,0,47.0,Palmela,Setúbal
6875,490,0,48.0,Palmela,Setúbal
6876,1000,2,120.0,Paranhos,Porto
6877,880,2,85.0,Loures,Lisboa
6878,750,1,62.0,São Nicolau e Vitória,Porto
6879,750,3,95.0,Vila do Conde,Porto
6880,650,1,53.0,Lordelo do Ouro e Massarelos,Porto
6881,1700,2,110.0,Parque das Nações,Lisboa
6882,650,2,120.0,Guimarães,Braga
6883,3900,9,200.0,Santo António,Lisboa
6884,850,2,90.0,Areeiro,Lisboa
6885,1300,2,88.0,Avenidas Novas,Lisboa
6886,750,3,130.0,Fraião e Lamaçães,Braga
6887,800,0,60.0,São Nicolau e Vitória,Porto
6888,850,1,95.0,São Nicolau e Vitória,Porto
6889,1850,2,150.0,Foz do Douro e Nevogilde,Porto
6890,1550,3,130.0,Ramalde,Porto
6891,750,1,80.0,Vila Nova de Gaia,Porto
6892,480,0,45.0,Santo António dos Olivais,Coimbra
6893,1100,1,55.0,Arroios,Lisboa
6894,1500,1,71.0,São Nicolau e Vitória,Porto
6895,1600,1,80.0,Cascais,Lisboa
6896,650,1,75.0,Lagos,Faro
6901,900,2,64.0,São Vicente,Lisboa
6902,850,2,65.0,Bonfim,Porto
6904,480,0,50.0,Braga (São José de São Lázaro e São João do Souto),Braga
6905,1050,1,81.6,Lumiar,Lisboa
6907,1300,2,64.0,São Vicente,Lisboa
6908,900,3,80.0,Oeiras,Lisboa
6909,750,3,108.0,Santo António dos Olivais,Coimbra
6910,550,1,39.0,Loures,Lisboa
6911,1950,1,91.88,Santo António,Lisboa
6912,650,1,42.0,São Domingos de Benfica,Lisboa
6913,1300,2,93.0,Avenidas Novas,Lisboa
6914,1150,2,74.99,Campo de Ourique,Lisboa
6915,600,2,44.0,Loures,Lisboa
6916,900,2,120.0,Paranhos,Porto
6919,2350,4,229.99,Matosinhos,Porto
6920,475,1,65.0,São Nicolau e Vitória,Porto
6921,950,0,38.0,Campolide,Lisboa
6922,2500,3,165.0,Alvalade,Lisboa
6923,890,2,90.0,Braga (São José de São Lázaro e São João do Souto),Braga
6925,2500,3,133.0,Santa Maria Maior,Lisboa
6926,650,1,46.0,São Vicente,Lisboa
6927,1500,3,120.0,Vila Nova de Gaia,Porto
6928,2250,1,91.7,Misericórdia,Lisboa
6929,900,2,142.0,Lordelo do Ouro e Massarelos,Porto
6930,1000,2,90.0,Vila Nova de Gaia,Porto
6931,680,2,65.0,Loures,Lisboa
6933,590,0,45.0,São Nicolau e Vitória,Porto
6934,500,1,55.0,São Nicolau e Vitória,Porto
6935,1500,3,135.0,Ramalde,Porto
6936,800,2,52.0,Campolide,Lisboa
6939,725,1,66.5,Glória e Vera Cruz,Aveiro
6940,500,1,45.0,Paranhos,Porto
6941,850,4,112.0,Loures,Lisboa
6942,2200,5,280.0,Matosinhos,Porto
6943,1300,3,120.0,Cascais,Lisboa
6944,800,1,90.0,Almedina e São Bartolomeu),Coimbra
6945,1000,3,135.0,São Vicente,Braga
6946,2500,3,140.0,Avenidas Novas,Lisboa
6947,750,1,40.0,São Nicolau e Vitória,Porto
6948,650,1,46.0,Lordelo do Ouro e Massarelos,Porto
6949,450,1,63.0,Eiras e São Paulo de Frades,Coimbra
6950,1800,2,108.0,Arroios,Lisboa
6951,650,2,70.0,Odivelas,Lisboa
6952,1200,2,59.0,Vila Nova de Gaia,Porto
6953,750,2,110.0,São Nicolau e Vitória,Porto
6954,750,1,61.7,São Nicolau e Vitória,Porto
6955,900,0,62.0,São Nicolau e Vitória,Porto
6956,700,1,45.0,Arroios,Lisboa
6957,580,0,50.0,Sintra,Lisboa
6958,1600,2,80.0,Parque das Nações,Lisboa
6959,1250,3,120.0,Bonfim,Porto
6960,1300,1,90.0,Cascais,Lisboa
6961,1800,4,170.0,Avenidas Novas,Lisboa
6962,800,2,134.0,Glória e Vera Cruz,Aveiro
6963,1650,2,89.0,Avenidas Novas,Lisboa
6964,450,1,70.0,Eiras e São Paulo de Frades,Coimbra
6965,1500,3,160.0,Cascais,Lisboa
6966,1450,3,130.0,Lordelo do Ouro e Massarelos,Porto
6967,1500,4,190.0,Vila Nova de Gaia,Porto
6968,550,2,95.0,Esposende,Braga
6969,2000,5,145.0,São Nicolau e Vitória,Porto
6970,1700,2,125.0,Cascais,Lisboa
6971,1750,1,80.0,Avenidas Novas,Lisboa
6972,700,1,55.0,Sé e Cividade),Braga
6973,775,2,68.0,Amadora,Lisboa
6975,600,2,82.0,Loures,Lisboa
6976,350,2,68.0,Parceiros e Azoia,Leiria
6977,600,2,90.0,Funchal,Ilha da Madeira
6978,1000,3,97.0,São Nicolau e Vitória,Porto
6979,750,1,60.0,Glória e Vera Cruz,Aveiro
6980,900,2,90.0,Alvalade,Lisboa
6981,2500,3,140.0,Foz do Douro e Nevogilde,Porto
6982,850,1,90.0,Foz do Douro e Nevogilde,Porto
6984,700,2,69.3,Vila Real de Santo António,Faro
6985,1300,1,80.0,Foz do Douro e Nevogilde,Porto
6986,1100,2,92.0,Ramalde,Porto
6987,3900,2,166.0,Misericórdia,Lisboa
6988,650,1,50.0,Oeiras,Lisboa
6989,1100,1,140.0,Funchal,Ilha da Madeira
6990,750,1,50.0,Belém,Lisboa
6991,220,1,60.0,Elvas,Portalegre
6992,825,1,50.0,Cascais,Lisboa
6993,650,2,100.0,Matosinhos,Porto
6994,650,2,105.0,Matosinhos,Porto
6995,650,0,40.0,Matosinhos,Porto
6996,750,2,86.0,Ramalde,Porto
6998,400,0,35.0,Almedina e São Bartolomeu),Coimbra
6999,1500,2,100.0,Matosinhos,Porto
7000,730,2,100.0,Santo António dos Olivais,Coimbra
7001,1600,4,120.0,Areeiro,Lisboa
7002,650,1,52.0,Oeiras,Lisboa
7003,520,3,105.0,São Vicente do Paul e Vale de Figueira,Santarém
7004,900,2,80.0,Loures,Lisboa
7005,950,1,82.0,São Domingos de Benfica,Lisboa
7006,800,2,79.0,Almada,Setúbal
7007,575,1,51.0,Montijo,Setúbal
7008,1470,3,120.0,Alvalade,Lisboa
7009,980,2,96.82,Lumiar,Lisboa
7010,890,3,65.0,Alcântara,Lisboa
7011,550,3,82.0,Braga (São José de São Lázaro e São João do Souto),Braga
7012,650,2,70.0,Matosinhos,Porto
7013,1090,2,71.26,Santo António,Lisboa
7014,695,1,50.0,Arroios,Lisboa
7016,500,0,60.0,Campanhã,Porto
7017,1100,3,100.0,Lumiar,Lisboa
7018,380,2,94.0,Amares,Braga
7019,700,1,53.0,Amadora,Lisboa
7020,1500,3,72.5,Olivais,Lisboa
7021,875,1,50.0,Oeiras,Lisboa
7024,750,3,180.0,Glória e Vera Cruz,Aveiro
7025,690,3,105.0,Barreiro,Setúbal
7026,950,3,110.0,Ramalde,Porto
7027,820,2,85.0,Cascais,Lisboa
7029,1200,2,70.0,Oeiras,Lisboa
7030,650,2,65.0,Vila Franca de Xira,Lisboa
7031,900,2,45.4,Belém,Lisboa
7032,990,1,60.0,Cascais,Lisboa
7033,475,0,36.0,Matosinhos,Porto
7034,675,2,102.39,Vila Nova de Gaia,Porto
7035,790,1,250.0,São Domingos de Benfica,Lisboa
7036,2500,4,89.0,Arroios,Lisboa
7038,1850,3,110.0,Avenidas Novas,Lisboa
7039,1000,2,60.0,Santa Maria Maior,Lisboa
7040,450,2,80.0,Guimarães,Braga
7042,990,1,48.0,Campo de Ourique,Lisboa
7043,650,0,30.49,Misericórdia,Lisboa
7044,495,1,39.8,Glória e Vera Cruz,Aveiro
7045,750,2,88.0,Lagoa (Algarve),Faro
7046,500,0,20.0,Santa Maria Maior,Lisboa
7047,1100,0,57.5,Misericórdia,Lisboa
7048,990,3,65.0,Misericórdia,Lisboa
7049,820,2,60.0,Alvalade,Lisboa
7050,770,2,65.0,Cascais,Lisboa
7051,600,1,52.0,Glória e Vera Cruz,Aveiro
7052,550,0,36.0,Mafra,Lisboa
7053,850,1,100.0,Almada,Setúbal
7054,850,2,80.0,Seixal,Setúbal
7055,1100,1,50.0,Campo de Ourique,Lisboa
7056,970,1,50.0,Campo de Ourique,Lisboa
7059,1100,4,130.0,Oeiras,Lisboa
7061,1000,3,107.0,Campanhã,Porto
7062,450,0,40.0,Almada,Setúbal
7063,540,0,54.0,Bonfim,Porto
7065,985,2,107.0,Portimão,Faro
7066,980,3,150.0,Campanhã,Porto
7067,1300,2,90.0,Ajuda,Lisboa
7068,550,1,55.0,Silves,Faro
7070,650,3,120.0,Seixal,Setúbal
7071,650,1,75.0,Maia,Porto
7072,700,1,49.0,São Nicolau e Vitória,Porto
7073,500,2,74.0,Moita,Setúbal
7077,1500,1,55.04,Santa Maria Maior,Lisboa
7078,780,1,60.0,Lumiar,Lisboa
7079,650,0,48.0,São Nicolau e Vitória,Porto
7081,1300,2,107.0,São Domingos de Benfica,Lisboa
7082,800,4,170.0,Glória e Vera Cruz,Aveiro
7083,750,2,65.0,Vila Nova de Gaia,Porto
7084,580,1,49.0,Bonfim,Porto
7085,750,2,70.0,Benfica,Lisboa
7086,980,2,53.0,São Vicente,Lisboa
7087,600,0,40.0,São Nicolau e Vitória,Porto
7088,790,1,45.0,São Vicente,Lisboa
7089,650,2,54.0,Ponta Delgada,Ilha de São Miguel
7090,450,0,90.0,Santo Tirso,Porto
7091,900,2,68.0,Bonfim,Porto
7094,750,1,35.0,Campo de Ourique,Lisboa
7096,1412,1,60.0,Albufeira,Faro
7097,1500,4,140.0,Lordelo do Ouro e Massarelos,Porto
7098,1400,1,70.0,São Domingos de Benfica,Lisboa
7099,1000,2,85.0,Paranhos,Porto
7100,1850,3,55.0,Cascais,Lisboa
7102,500,1,65.0,Sintra,Lisboa
7104,850,2,78.0,Loures,Lisboa
7107,650,2,80.0,Matosinhos,Porto
7108,700,3,110.0,Barreiro,Setúbal
7109,890,2,45.0,Areeiro,Lisboa
7110,875,1,55.0,Sintra,Lisboa
7111,950,1,67.0,Carnide,Lisboa
7112,1800,3,150.0,Bonfim,Porto
7113,750,1,65.0,Carnide,Lisboa
7114,750,2,65.0,Bonfim,Porto
7115,525,1,75.0,Guimarães,Braga
7116,350,3,80.0,Darque,Viana do Castelo
7117,850,3,98.6,Amadora,Lisboa
7118,750,2,70.0,Bonfim,Porto
7119,600,2,68.0,Torres Vedras,Lisboa
7122,1600,4,155.0,Areeiro,Lisboa
7123,550,1,58.0,Viseu,Viseu
7124,650,1,58.9,Benfica,Lisboa
7125,780,1,75.0,Lordelo do Ouro e Massarelos,Porto
7126,900,1,62.0,Bonfim,Porto
7127,2200,6,214.0,São Vicente,Lisboa
7128,850,2,80.0,São Nicolau e Vitória,Porto
7129,600,2,120.0,São Pedro e São Dinis),Vila Real
7132,900,2,67.0,Santo António,Lisboa
7134,825,1,70.0,Campo de Ourique,Lisboa
7135,550,2,60.0,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
7136,1190,1,75.0,Arroios,Lisboa
7137,680,2,66.0,Loures,Lisboa
7138,750,1,55.0,Carnide,Lisboa
7140,750,1,49.0,Campanhã,Porto
7141,650,1,54.0,Almada,Setúbal
7142,1140,1,64.0,Cascais,Lisboa
7143,850,3,125.0,Vila Nova de Gaia,Porto
7144,450,0,50.0,Vila Nova de Gaia,Porto
7147,575,2,68.5,Sintra,Lisboa
7148,1200,2,100.0,Lumiar,Lisboa
7149,1200,1,68.0,São Domingos de Benfica,Lisboa
7150,1200,4,180.0,Alcochete,Setúbal
7151,550,3,97.0,Santiago do Cacém,Setúbal
7152,550,3,107.0,Marrazes e Barosa,Leiria
7153,550,1,52.0,Ranhados,Viseu
7155,475,1,44.0,Glória e Vera Cruz,Aveiro
7156,500,2,80.0,Abrantes,Santarém
7157,990,2,81.0,Avenidas Novas,Lisboa
7159,1150,2,71.0,Marvila,Lisboa
7160,1250,1,71.0,Matosinhos,Porto
7161,500,1,40.0,Portimão,Faro
7163,850,1,61.0,Carnide,Lisboa
7166,700,2,70.0,Odivelas,Lisboa
7168,1210,1,50.0,Santo António,Lisboa
7169,850,0,30.0,Misericórdia,Lisboa
7172,1150,1,67.0,Carnide,Lisboa
7173,990,2,89.0,Matosinhos,Porto
7174,790,1,42.0,São Nicolau e Vitória,Porto
7175,1200,1,55.0,Santo António,Lisboa
7176,2500,5,200.0,São Domingos de Benfica,Lisboa
7177,920,3,100.0,Montijo,Setúbal
7178,950,4,75.0,Penha de França,Lisboa
7179,690,3,90.0,Gondomar,Porto
7181,850,2,68.0,Tavira,Faro
7183,2400,3,150.0,Matosinhos,Porto
7184,1200,1,95.0,Ajuda,Lisboa
7185,420,0,24.0,Paranhos,Porto
7187,800,2,65.26,Foz do Douro e Nevogilde,Porto
7188,800,2,90.0,Vila do Conde,Porto
7189,650,0,22.0,Santa Maria Maior,Lisboa
7190,1350,3,90.0,Vila do Conde,Porto
7191,500,2,100.0,Santa Maria da Feira,Aveiro
7194,850,3,90.0,Arroios,Lisboa
7195,1450,2,90.0,Misericórdia,Lisboa
7196,780,3,160.0,São Nicolau e Vitória,Porto
7197,700,1,63.5,Matosinhos,Porto
7198,880,1,50.72,Matosinhos,Porto
7199,800,1,53.0,Paranhos,Porto
7200,700,0,47.0,Paranhos,Porto
7202,1100,3,130.0,Alcochete,Setúbal
7203,1900,4,152.0,Arroios,Lisboa
7204,800,3,150.0,Esgueira,Aveiro
7205,950,2,82.0,Alvalade,Lisboa
7206,650,1,52.0,Paranhos,Porto
7207,1000,2,86.0,Portimão,Faro
7208,890,4,145.0,Vila Franca de Xira,Lisboa
7209,750,3,88.53,Seixal,Setúbal
7210,990,3,80.0,Loures,Lisboa
7211,650,2,67.0,Almada,Setúbal
7212,525,0,41.0,São Nicolau e Vitória,Porto
7213,640,2,75.0,Barreiro,Setúbal
7214,2000,4,154.0,Avenidas Novas,Lisboa
7218,800,2,52.0,Santo António,Lisboa
7219,500,0,20.0,Paranhos,Porto
7220,1500,3,146.0,Matosinhos,Porto
7221,1600,4,115.0,Alvalade,Lisboa
7222,1300,4,135.0,Cascais,Lisboa
7223,1200,3,125.0,Alvalade,Lisboa
7224,860,0,34.0,Alvalade,Lisboa
7225,1500,3,179.0,Oeiras,Lisboa
7226,2300,4,185.0,Campolide,Lisboa
7227,950,0,69.0,São Nicolau e Vitória,Porto
7228,500,1,31.7,Glória e Vera Cruz,Aveiro
7229,850,4,150.0,Torres Vedras,Lisboa
7231,3000,4,205.0,Santo António,Lisboa
7233,600,2,80.0,Guimarães,Braga
7234,600,3,110.0,Eiras e São Paulo de Frades,Coimbra
7235,825,2,55.0,São Vicente,Lisboa
7236,1070,2,80.0,Misericórdia,Lisboa
7237,650,2,56.58,Vila Real de Santo António,Faro
7238,820,1,33.0,Santa Maria Maior,Lisboa
7239,870,1,75.0,Guimarães,Braga
7241,1300,2,98.0,Parque das Nações,Lisboa
7242,1050,1,47.0,Campo de Ourique,Lisboa
7243,975,2,70.0,São Domingos de Benfica,Lisboa
7244,900,3,95.0,São Vicente,Lisboa
7245,1400,3,124.0,Ramalde,Porto
7246,790,2,140.0,Lordelo do Ouro e Massarelos,Porto
7247,1100,3,100.0,Lordelo do Ouro e Massarelos,Porto
7249,1400,1,78.0,Estrela,Lisboa
7251,730,2,120.0,Paranhos,Porto
7252,950,4,210.0,Sé e Cividade),Braga
7254,1000,2,65.0,Ajuda,Lisboa
7255,800,1,85.0,Cascais,Lisboa
7257,750,3,115.0,Santo António dos Olivais,Coimbra
7258,1400,2,90.0,Alvalade,Lisboa
7260,730,3,82.0,Amadora,Lisboa
7261,430,0,30.0,Paranhos,Porto
7262,275,1,42.0,Torres Novas,Santarém
7264,635,0,35.0,Santa Maria Maior,Lisboa
7265,550,0,38.0,Campanhã,Porto
7266,950,0,31.39,Santo António,Lisboa
7267,900,2,100.0,São Vicente,Lisboa
7268,700,1,40.0,Arroios,Lisboa
7269,550,2,100.0,Santo António dos Olivais,Coimbra
7270,750,2,70.0,Areeiro,Lisboa
7271,690,2,60.0,Penha de França,Lisboa
7273,500,2,97.5,Tomar,Santarém
7274,1000,3,80.0,Odivelas,Lisboa
7275,600,1,70.0,Maia,Porto
7277,700,2,70.0,Almada,Setúbal
7278,500,3,70.0,Covilhã,Castelo Branco
7279,950,2,104.0,Lordelo do Ouro e Massarelos,Porto
7280,2100,3,120.0,Arroios,Lisboa
7281,600,1,65.0,Sintra,Lisboa
7282,850,3,107.0,Santo António dos Olivais,Coimbra
7283,400,0,42.0,Barreira e Cortes,Leiria
7284,790,2,91.0,Ramalde,Porto
7285,1500,4,170.0,Glória e Vera Cruz,Aveiro
7286,825,2,65.0,Santa Clara,Lisboa
7287,875,1,54.0,Matosinhos,Porto
7288,850,2,80.0,Sines,Setúbal
7289,950,1,65.0,Penha de França,Lisboa
7290,950,1,65.0,Arroios,Lisboa
7291,650,1,30.0,Arroios,Lisboa
7293,525,3,118.0,União de Freguesias da cidade de Santarém,Santarém
7294,850,2,91.0,Odivelas,Lisboa
7295,550,3,83.18,União de Freguesias da cidade de Santarém,Santarém
7296,875,3,115.65,Funchal,Ilha da Madeira
7297,700,2,77.0,Almada,Setúbal
7298,550,0,40.0,São Nicolau e Vitória,Porto
7299,680,0,37.0,Misericórdia,Lisboa
7300,450,3,93.0,Abraveses,Viseu
7301,750,2,76.0,São Nicolau e Vitória,Porto
7302,550,0,50.0,Braga (São José de São Lázaro e São João do Souto),Braga
7303,1000,1,69.36,Parque das Nações,Lisboa
7304,650,2,80.0,Funchal,Ilha da Madeira
7306,850,2,76.0,Oeiras,Lisboa
7307,750,2,70.0,São Nicolau e Vitória,Porto
7308,1000,3,85.0,Benfica,Lisboa
7309,800,3,90.0,Amadora,Lisboa
7311,1200,3,130.0,Areeiro,Lisboa
7312,425,1,40.0,Bonfim,Porto
7313,750,1,65.0,Lordelo do Ouro e Massarelos,Porto
7314,550,2,54.0,Sé e Cividade),Braga
7315,1400,2,99.0,Cascais,Lisboa
7316,1250,3,130.0,Cascais,Lisboa
7317,600,2,90.0,Tomar,Santarém
7319,450,1,45.0,Funchal,Ilha da Madeira
7321,600,1,64.0,Povoa de Varzim,Porto
7322,1100,2,78.0,Campo de Ourique,Lisboa
7324,650,3,140.0,Barcelos,Braga
7325,500,1,42.0,São Martinho do Bispo e Ribeira de Frades,Coimbra
7326,900,2,75.0,Olivais,Lisboa
7327,450,2,84.0,Barreira e Cortes,Leiria
7328,590,2,70.0,Amadora,Lisboa
7330,2500,5,170.0,Avenidas Novas,Lisboa
7331,600,1,57.2,Campanhã,Porto
7332,750,3,88.0,São Nicolau e Vitória,Porto
7334,1550,3,170.0,Misericórdia,Lisboa
7335,1600,2,58.0,Avenidas Novas,Lisboa
7336,1200,3,145.8,Lumiar,Lisboa
7338,1600,2,114.0,Alvalade,Lisboa
7339,750,2,70.0,Vila Franca de Xira,Lisboa
7340,650,2,100.0,Paranhos,Porto
7341,950,2,83.0,Campanhã,Porto
7342,800,3,90.0,Mação,Santarém
7344,850,1,56.0,Campolide,Lisboa
7345,750,2,90.0,Oeiras,Lisboa
7346,1050,3,154.5,Paranhos,Porto
7347,800,2,800.0,Cascais,Lisboa
7348,850,2,90.0,Ramalde,Porto
7349,550,1,70.0,Ponta do Sol,Ilha da Madeira
7351,525,1,65.0,Paranhos,Porto
7352,700,3,90.0,Sintra,Lisboa
7353,650,3,96.0,Vila Nova de Famalicão,Braga
7354,850,0,55.0,Cascais,Lisboa
7356,550,0,50.0,Glória e Vera Cruz,Aveiro
7360,1100,2,94.0,Cascais,Lisboa
7361,800,2,110.0,Lordelo do Ouro e Massarelos,Porto
7362,500,1,82.0,Caldas da Rainha,Leiria
7363,800,1,65.0,Cascais,Lisboa
7364,1750,5,218.0,Santo António,Lisboa
7365,1750,2,150.0,Cascais,Lisboa
7366,290,10,800.0,Santo António,Lisboa
7367,750,1,30.0,Estrela,Lisboa
7368,1300,3,126.0,Lordelo do Ouro e Massarelos,Porto
7369,900,3,90.0,São Domingos de Benfica,Lisboa
7370,1200,2,125.0,Lordelo do Ouro e Massarelos,Porto
7371,800,3,90.0,Cascais,Lisboa
7372,850,2,65.0,Lumiar,Lisboa
7373,450,0,20.0,Campo de Ourique,Lisboa
7376,1650,4,136.0,Avenidas Novas,Lisboa
7378,800,2,80.0,Alcântara,Lisboa
7379,2100,4,142.92,Alvalade,Lisboa
7380,750,1,56.0,Lumiar,Lisboa
7381,620,2,80.0,Silves,Faro
7382,980,1,55.0,Oeiras,Lisboa
7383,755,2,70.0,Arroios,Lisboa
7384,1050,2,60.0,Campo de Ourique,Lisboa
7385,1100,4,95.0,Benfica,Lisboa
7386,800,2,65.0,Almada,Setúbal
7387,950,4,120.0,Seixal,Setúbal
7388,700,3,95.0,Esgueira,Aveiro
7390,450,0,30.0,Sé e Cividade),Braga
7391,1150,2,115.0,Alcântara,Lisboa
7392,550,3,130.0,São Victor,Braga
7393,1000,2,90.0,Benfica,Lisboa
7395,700,2,111.0,Vila Nova de Gaia,Porto
7396,800,2,80.0,Faro (Sé e São Pedro),Faro
7398,500,0,38.0,Vila Nova de Gaia,Porto
7399,600,1,49.0,São Nicolau e Vitória,Porto
7400,1100,2,75.0,Belém,Lisboa
7401,750,2,88.0,Matosinhos,Porto
7402,2350,3,120.0,Cascais,Lisboa
7403,2100,3,147.0,Cascais,Lisboa
7405,650,3,100.0,Funchal,Ilha da Madeira
7406,1250,4,165.0,Matosinhos,Porto
7407,1150,1,50.0,Avenidas Novas,Lisboa
7408,1500,2,93.0,Arroios,Lisboa
7409,1300,3,113.0,Ramalde,Porto
7410,700,2,65.0,Paranhos,Porto
7411,500,1,55.0,Vila Nova de Gaia,Porto
7412,1450,3,100.0,Almada,Setúbal
7413,650,3,105.0,Gondomar,Porto
7414,800,1,90.0,Ramalde,Porto
7415,600,2,115.0,São Vicente,Braga
7416,640,1,64.0,Vila Nova de Gaia,Porto
7417,750,3,90.0,Vila Franca de Xira,Lisboa
7419,500,3,81.0,Tomar,Santarém
7420,800,3,120.0,Vila Nova de Gaia,Porto
7421,600,2,80.0,Bonfim,Porto
7422,800,2,60.0,São Nicolau e Vitória,Porto
7423,485,1,30.0,Amadora,Lisboa
7424,850,2,57.0,Cascais,Lisboa
7426,790,2,150.0,Lordelo do Ouro e Massarelos,Porto
7427,660,2,75.0,Sintra,Lisboa
7428,750,3,130.0,Sé e Cividade),Braga
7429,2300,5,240.0,Misericórdia,Lisboa
7430,875,2,80.0,Braga (São José de São Lázaro e São João do Souto),Braga
7431,950,4,180.0,Faro (Sé e São Pedro),Faro
7432,1100,2,70.0,São Domingos de Benfica,Lisboa
7434,650,1,60.0,Almada,Setúbal
7435,2400,4,300.0,Cascais,Lisboa
7436,700,1,38.0,Arroios,Lisboa
7437,700,1,70.0,Marvila,Lisboa
7438,1300,3,97.0,Arroios,Lisboa
7439,455,0,45.0,Santo António dos Olivais,Coimbra
7440,500,2,100.0,São Victor,Braga
7441,1650,4,175.0,Arroios,Lisboa
7442,500,1,50.0,Tavira,Faro
7444,875,4,120.0,Bonfim,Porto
7445,650,2,85.0,Montijo,Setúbal
7446,990,2,72.0,São Domingos de Benfica,Lisboa
7447,1280,4,145.0,Amadora,Lisboa
7448,1000,2,110.0,Ramalde,Porto
7450,1600,3,100.0,Arroios,Lisboa
7451,750,2,73.0,Beato,Lisboa
7452,3250,5,320.0,Foz do Douro e Nevogilde,Porto
7453,1000,1,84.0,Oeiras,Lisboa
7454,600,3,80.0,Vila Nova de Gaia,Porto
7455,2500,4,198.0,Areeiro,Lisboa
7457,700,1,60.0,Braga (São José de São Lázaro e São João do Souto),Braga
7461,1400,5,160.0,São Nicolau e Vitória,Porto
7463,350,1,65.0,São Pedro e São Dinis),Vila Real
7464,990,4,150.0,Ramalde,Porto
7465,875,3,155.0,São Victor,Braga
7466,1300,2,96.57,Arroios,Lisboa
7467,800,3,120.0,Maia,Porto
7469,595,2,60.0,Loures,Lisboa
7471,600,1,50.0,Matosinhos,Porto
7472,750,4,120.0,Odivelas,Lisboa
7473,990,2,85.0,Estrela,Lisboa
7474,950,2,75.0,Benfica,Lisboa
7475,650,2,85.0,Funchal,Ilha da Madeira
7477,850,1,90.0,Glória e Vera Cruz,Aveiro
7478,625,2,81.0,Almada,Setúbal
7480,850,2,75.0,Olivais,Lisboa
7481,1900,4,160.0,Campanhã,Porto
7483,1050,3,90.0,Benfica,Lisboa
7484,800,4,170.0,Guimarães,Braga
7485,650,2,75.0,Ramalde,Porto
7486,7000,4,244.0,Alcântara,Lisboa
7487,595,2,100.0,São Vicente,Braga
7488,850,1,63.0,Cascais,Lisboa
7489,1200,1,41.0,Arroios,Lisboa
7490,3400,5,208.0,Avenidas Novas,Lisboa
7491,1200,1,40.0,Areeiro,Lisboa
7492,1200,4,140.0,Lordelo do Ouro e Massarelos,Porto
7493,530,1,65.0,Vila Nova de Gaia,Porto
7494,900,0,40.0,Bonfim,Porto
7495,1300,2,102.0,Matosinhos,Porto
7498,800,2,85.0,Funchal,Ilha da Madeira
7500,600,0,50.0,Cascais,Lisboa
7501,1250,3,130.0,Loures,Lisboa
7503,2100,4,115.0,Avenidas Novas,Lisboa
7504,550,2,80.0,São Victor,Braga
7505,1200,4,102.0,Beato,Lisboa
7506,800,2,75.0,São Vicente,Lisboa
7507,550,3,110.0,Covilhã,Castelo Branco
7508,800,3,130.0,Fraião e Lamaçães,Braga
7509,680,2,110.0,São Victor,Braga
7510,900,3,118.1,Vila Nova de Gaia,Porto
7511,1150,2,75.0,São Nicolau e Vitória,Porto
7512,850,1,53.0,Loures,Lisboa
7513,780,1,42.0,Benfica,Lisboa
7514,750,0,140.0,Santo António,Lisboa
7515,1000,2,100.0,Arroios,Lisboa
7516,2500,4,185.0,Lordelo do Ouro e Massarelos,Porto
7517,1500,6,119.0,Campanhã,Porto
7518,650,3,110.0,São Vicente,Braga
7519,500,1,50.0,Funchal,Ilha da Madeira
7520,520,0,29.0,Amadora,Lisboa
7521,1290,4,132.0,São Nicolau e Vitória,Porto
7522,500,1,53.0,Bonfim,Porto
7523,650,2,85.0,Ramalde,Porto
7524,750,2,95.0,Ílhavo,Aveiro
7525,500,3,120.0,Figueira da Foz,Coimbra
